,Type_of_cement,Brand,Additives,Type_of_aggregates,Design_F'c (Mpa),Curing_age_(days),Cs_(Mpa),Ts_(Mpa),Fs_(Mpa),Er_(ohm-cm),UPV_(m/s)
211,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.2262,1.4996,0.3551,3.6578,3035.7858
212,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.6561,1.4924,0.3626,3.6474,3022.9245
213,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.0857,1.5018,0.3566,3.6168,3040.6033
214,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.3924,1.4909,0.3654,3.6614,3032.6514
215,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.1783,1.5182,0.3635,3.6614,3028.627
216,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.7174,1.5007,0.3566,3.7802,3030.4086
217,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.5405,1.5101,0.3576,3.7012,3030.7773
218,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.3994,1.4958,0.355,3.7952,3032.245
219,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.3799,1.5121,0.3587,3.6179,3016.0836
220,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.739,1.4879,0.3539,3.5634,3042.8678
221,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.8167,1.4879,0.3538,3.6725,3041.3881
222,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.7368,1.4879,0.3538,3.7549,3043.1102
223,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.7404,1.4879,0.3538,3.6255,3042.7765
224,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.7967,1.4879,0.3538,3.7038,3041.5817
225,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.7436,1.4879,0.3538,3.769,3042.2199
226,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.8337,1.4879,0.3539,3.7025,3042.6673
227,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.8336,1.4879,0.3539,3.6223,3041.2472
228,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.8217,1.4879,0.3539,3.7566,3043.4341
229,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.7502,1.4879,0.3539,3.6048,3041.5929
230,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.8139,1.4879,0.3539,3.6658,3042.9575
231,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.7963,1.4879,0.3538,3.6728,3041.3631
232,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.853,1.4879,0.3539,3.6462,3042.7254
233,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.8126,1.4879,0.3538,3.628,3041.2112
234,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.8315,1.4879,0.3539,3.7259,3042.6365
235,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.7882,1.4879,0.3539,3.6661,3041.207
236,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.7855,1.4879,0.3539,3.5705,3042.6378
237,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.8346,1.4879,0.3539,3.6144,3043.055
238,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.7419,1.4879,0.3538,3.6605,3042.0352
239,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.7482,1.4879,0.3539,3.5972,3043.0144
240,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.7373,1.4879,0.3537,3.542,3041.8137
241,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.5879,1.4879,0.3538,3.5709,3041.626
242,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.2854,1.4879,0.3538,3.5926,3041.379
243,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.3047,1.4879,0.3537,3.6049,3041.9767
244,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.8149,1.4879,0.3537,3.5422,3042.6319
245,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.5822,1.4879,0.3537,3.5581,3043.0084
246,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.4946,1.4879,0.3537,3.5442,3042.2499
247,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.5702,1.4879,0.3537,3.5735,3041.1356
248,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.4053,1.4879,0.3537,3.5941,3043.2933
249,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.4251,1.4879,0.3537,3.5867,3041.9701
250,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.6559,1.4879,0.3538,3.5831,3042.1168
251,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.56,1.4879,0.3537,3.5492,3041.537
252,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.8458,1.4879,0.3538,3.5676,3042.8453
253,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.1806,1.4879,0.3538,3.6093,3042.3911
254,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.7416,1.4879,0.3537,3.5449,3043.0199
255,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.7834,1.4879,0.3537,3.5783,3041.3757
256,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.6006,1.4879,0.3538,3.538,3041.6905
257,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.7203,1.4879,0.3537,3.5497,3042.3448
258,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.5201,1.4879,0.3537,3.5742,3042.02
259,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,7,16.6232,1.4879,0.3537,3.5676,3041.3403
260,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.4377,1.6332,0.9753,5.8905,3200.3284
261,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.4553,1.5945,0.9464,5.8905,3200.8462
262,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.9428,1.5329,0.9713,5.8905,3248.9193
263,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.5578,1.5527,0.968,5.8905,3212.9842
264,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.8212,1.5806,0.9679,5.8905,3196.1812
265,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.7348,1.5528,0.9575,5.8905,3217.0949
266,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.6646,1.5908,0.9548,5.8905,3251.0908
267,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.4427,1.5765,0.9452,5.8905,3208.29
268,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.7377,1.5321,0.9573,5.8905,3194.2884
269,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.4201,1.5607,0.9466,5.8905,3232.8626
270,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.803,1.5896,0.9517,5.8905,3209.5242
271,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.5785,1.5734,0.9547,5.8905,3226.821
272,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.598,1.626,0.9737,5.8905,3238.0274
273,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.6695,1.5431,0.9482,5.8905,3203.7825
274,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.5802,1.622,0.9643,5.8905,3248.7658
275,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.5979,1.6159,0.9552,5.8905,3219.2278
276,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.8723,1.5721,0.9482,5.8905,3197.0328
277,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.9005,1.5866,0.9425,5.8905,3217.3543
278,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.4111,1.5902,0.9694,5.8905,3244.0571
279,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.8763,1.6288,0.9524,5.8905,3196.9111
280,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.3067,1.5331,0.9991,5.8905,3242.2086
281,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.6237,1.5439,0.9943,5.8905,3190.3774
282,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.6027,1.5372,0.9854,5.8905,3163.7337
283,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.2799,1.5323,1.0012,5.8905,3168.412
284,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.8042,1.5381,1.0035,5.8905,3161.1376
285,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.2359,1.5433,0.9943,5.8905,3213.8373
286,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.9436,1.5434,1.0012,5.8905,3243.7646
287,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.285,1.5386,0.9932,5.8905,3126.4975
288,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.9126,1.5384,1.0012,5.8905,3092.971
289,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.6866,1.5351,0.9775,5.8905,3140.2009
290,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.3576,1.5448,1.0022,5.8905,3111.0384
291,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.2125,1.5339,0.9798,5.8905,3206.3951
292,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.8027,1.5336,0.9809,5.8905,3237.229
293,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.047,1.5361,0.9985,5.8905,3172.4394
294,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.8758,1.5436,0.9825,5.8905,3188.9708
295,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.0265,1.5357,0.9988,5.8905,3201.6312
296,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.5336,1.5399,1.0028,5.8905,3225.7392
297,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.6904,1.5355,0.9827,5.8905,3141.9646
298,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.1859,1.544,0.9985,5.8905,3188.7919
299,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.5543,1.54,0.995,5.8905,3191.3133
300,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.258,1.5523,0.9904,6.1016,3361.9792
301,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.2628,1.5859,0.9762,6.3879,3244.3271
302,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.3036,1.5499,1.0009,6.4995,3282.7574
303,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.2597,1.5515,1.0004,6.3978,3100.3051
304,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.3295,1.5735,0.9857,6.3983,3096.9454
305,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.3493,1.5569,0.9832,6.1181,3166.2655
306,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.3177,1.5456,0.9949,6.5098,3384.692
307,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.2695,1.5829,0.9756,6.1188,3432.3201
308,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.2995,1.5588,1.0057,6.6448,3394.1008
309,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.24,1.5853,0.9963,6.2212,3072.1394
310,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.3397,1.5654,0.986,6.2415,3102.4342
311,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.3364,1.5597,1.0056,6.1695,3522.3285
312,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.3287,1.589,1.0025,6.1075,3443.3042
313,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.2591,1.5811,0.9992,6.6386,3455.7013
314,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.3008,1.5582,0.9793,6.1382,3163.4296
315,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.2294,1.5839,0.9776,6.0932,3519.0825
316,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.2797,1.5592,1.0066,5.9283,3233.7733
317,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.2656,1.5876,0.9989,6.1223,3359.9091
318,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.2467,1.5862,0.9873,5.9799,3457.1515
319,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.2489,1.5671,0.9753,6.4756,3246.0324
320,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.9587,1.6143,0.9421,6.5724,3257.6139
321,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.4867,1.6396,0.9542,6.3455,3281.8636
322,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.2109,1.6094,0.9432,6.3775,3398.9283
323,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.0276,1.6373,0.9624,6.5756,3133.8884
324,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.3508,1.594,0.9672,6.4041,3311.1785
325,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.3564,1.6087,0.9559,6.6383,3339.849
326,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.2683,1.6263,0.9561,6.3945,3151.8738
327,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.3997,1.6271,0.9655,6.4231,3353.939
328,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.4502,1.5982,0.9457,6.3285,3491.6967
329,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.8103,1.6077,0.9466,6.5318,3408.8845
330,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.1137,1.6228,0.9532,6.6112,3259.3468
331,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.2912,1.6211,0.9507,6.6055,3476.0476
332,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.9367,1.626,0.9659,6.5032,3257.646
333,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.5289,1.6234,0.9708,6.5438,3459.719
334,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.3829,1.5916,0.9698,6.5487,3170.3829
335,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.7423,1.6045,0.9525,6.6377,3233.1384
336,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.1144,1.614,0.9636,6.4738,3173.1893
337,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.8183,1.6068,0.9542,6.6583,3444.7432
338,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.5031,1.5932,0.9489,6.4738,3435.4491
339,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.2287,1.6064,0.9504,6.661,3083.5745
340,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.0304,1.6267,0.9671,6.1336,3175.4305
341,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.9195,1.6245,0.9435,6.0538,3454.366
342,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.8157,1.5993,0.9494,5.9157,3338.7587
343,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.8705,1.558,0.9577,6.2765,3085.0422
344,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.8353,1.5466,0.9728,6.1604,3441.485
345,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.8751,1.5475,0.9604,6.0244,3389.9631
346,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.9247,1.6256,0.9434,6.1531,3318.0849
347,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.9519,1.5467,0.9691,6.1497,3057.9589
348,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.9301,1.5758,0.9685,5.9746,3422.5422
349,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.0606,1.5762,0.9592,6.1937,3494.6186
350,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.9491,1.5408,0.9423,6.2585,3410.958
351,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.0819,1.6339,0.9755,5.9154,3207.0435
352,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.9864,1.5639,0.9499,6.2602,3393.3917
353,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.0863,1.5862,0.9729,6.2598,3510.3544
354,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.8625,1.6005,0.9571,6.0782,3142.2823
355,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.9984,1.5322,0.9436,5.9,3138.3229
356,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.8776,1.5368,0.9449,6.2646,3260.3852
357,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.9971,1.5845,0.9543,6.1055,3065.7672
358,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.0043,1.5676,0.9593,5.9721,3201.3658
359,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.8086,1.6397,0.9547,5.9555,3203.2688
360,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.7973,1.5385,0.9764,5.9977,3518.8295
361,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.8337,1.539,0.9982,6.1331,3517.4453
362,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.3073,1.536,0.9868,6.421,3519.6358
363,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.0979,1.5433,0.9963,6.1225,3517.6237
364,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.6909,1.5329,0.9815,6.2368,3521.9804
365,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.1737,1.539,0.9953,6.0827,3518.1134
366,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.2984,1.5321,0.9893,6.0528,3520.2839
367,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.0915,1.5407,0.997,6.1021,3515.3603
368,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.3852,1.5391,0.9818,6.2622,3516.533
369,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.6407,1.5379,1.0034,6.152,3520.1703
370,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.013,1.5423,0.9812,6.2806,3520.3217
371,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.0981,1.5341,0.9793,6.1737,3522.138
372,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.5509,1.534,0.9995,6.1176,3514.5226
373,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.5961,1.5427,1.0036,6.1112,3521.0225
374,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.5528,1.5449,0.9839,6.454,3519.1496
375,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.1859,1.5357,0.9945,5.9862,3517.1654
376,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.717,1.5406,0.9786,6.1721,3520.9971
377,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.1686,1.5426,0.9844,6.4596,3516.3982
378,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.5404,1.5428,1.0021,6.4369,3514.784
379,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.0571,1.536,0.9972,5.8984,3518.9649
380,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.9023,1.5485,0.9912,6.46,3462.0677
381,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.8682,1.5725,0.9954,6.0504,3502.3892
382,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.8837,1.5512,1,6.4279,3490.8692
383,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.9038,1.581,0.9995,5.6387,3476.8112
384,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.892,1.5884,0.9824,5.672,3444.1636
385,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.8754,1.585,0.9942,6.0082,3447.8641
386,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.9013,1.5533,0.9805,5.839,3458.3581
387,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.8672,1.5859,0.99,6.2285,3506.1198
388,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.8981,1.5512,1.0035,5.8159,3478.4618
389,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.856,1.5471,1.0053,6.2182,3504.1557
390,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.8965,1.5749,0.9768,5.6358,3467.456
391,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.8655,1.5508,0.9872,6.0507,3453.0754
392,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.9015,1.5549,0.9751,5.5968,3481.9081
393,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.8954,1.5743,0.9916,5.5798,3483.8475
394,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.9076,1.5594,0.9754,5.601,3513.9687
395,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.8773,1.5674,0.9885,5.9708,3455.3213
396,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.8706,1.5688,0.9994,5.8655,3467.992
397,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.8792,1.5655,1.0031,6.3724,3516.3885
398,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.8867,1.5681,1.0026,6.4656,3505.5939
399,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,21.8731,1.5705,0.9831,5.9952,3463.7349
400,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.9937,1.5894,0.9749,5.816,3454.3442
401,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.0976,1.5894,0.9749,6.2808,3463.5852
402,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.9546,1.5894,0.9749,6.2832,3505.2857
403,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.9783,1.5894,0.9749,5.7309,3498.559
404,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.5422,1.5894,0.9749,5.8973,3477.3818
405,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.1978,1.5894,0.9749,6.1614,3447.2118
406,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.6325,1.5894,0.9749,5.951,3476.1678
407,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,22.2459,1.5894,0.9749,5.9015,3486.0564
408,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.8604,1.5894,0.9749,5.5185,3477.5107
409,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.3403,1.5894,0.9749,5.5081,3501.4896
410,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.3687,1.5894,0.9749,6.027,3445.5497
411,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.0411,1.5894,0.9749,6.1686,3463.7971
412,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.3996,1.5894,0.9749,6.171,3442.5883
413,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.0097,1.5894,0.9749,6.0923,3501.5825
414,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,24.0414,1.5894,0.9749,5.6794,3508.2284
415,CPO 30R RS BRA,CEMEX,Opuntia_ficus_indica,Rounded,25,14,23.2279,1.5894,0.9749,5.9091,3510.1825
